text,label,sentiment
Hinintay ko talagang dumating to dahil hindi ako sanay na nagpapaa sa loob ng bahay. Ok sana to para hindi ka madulas sa tile. Kaso ang linaw na 38- 39 ang order ko pero 36- 37 ang dumating. Hindi manlang nag update si seller na wala na siyang stock. Nakakadisappoint lang.,1,Negative
I love it. Perfect na panregalo para sa mga students ko. I hope magustuhan nila ito. Well packaged din sya at ang bilis dumating.,4,Positive
"Waaahhh super cute nyaa hahahaha natuwa ako, also walang defect nung dumating maayos pagkakapackage, thank you po sa seller, mabilis din sya dumating, also will do order again if evee maraming salamat pooo!",4,Positive
"Goods naman yung item. Nai- packed po ng maayos. Yon nga lang ang liit pala, tapos mukhang di matibay hihi. Dapat wag maglagay ng mabibigat o masyadong marami kasi bibigay Thank you!",2,Neutral
hindi magamit. walang push button. kahit sticker wala,0,Negative
maganda siya sakto sakin kaso parang galit ata seller sa pagkabalot WHAHAHAH,2,Positive
Okay po siya kapag nasa computer isaksak o sa phone basta may otg connector. Goods siya kapag walang kuryente. Thank you po,4,Positive
30 000 mah pero isang cp lng napupuno nya Di po sya totoong 3000 baka 5k mah lng. Ok na rin for price nya. Ang laki ang bigat pero. Isang cp lng kaya nyang punuin.,1,Neutral
maganda siya malamig din ang buga ng hangin. mas malamig pag nilagyan ng ice kaso maluwag yung parang taas baba na anuhan ng hangin pag sa gitna focus bigla nahuhulog kaya magtataka nalang kami wala na hangin lumabas nasara na pala sa baba na masyado naka focus,3,Neutral
Ok naman sya kaya lng nde nasunod yung instructions ko to delay ng ilang araw yung delivery due tonthe holiday season kaya 4 lng binigay ko,3,Neutral
"Medyo na offend lang, yung cable is hindi magkaparehas, hindi rin magagamit kase hindi nakasya.",2,Negative
"Maganda siya sa una pero after 1 day nang paggamit nasira na, di na mashadong nagrerespond. Suggest ko na bumili nalang kayo original na smartwatch, sayang lang pera Update: wala pang one week) sira na po siya, di ko naman nabagsak or smth pero ayun, deads na. Wag na bumili, sayang pera legit",1,Negative
same color green pinadala pero pink dapat yung isa nakakadismaya,0,Negative
Ganndaaaaaaa. Sulit na sulit ang monaks mga mare! Buy na this! Uulit pa us tenksss,4,Positive
"Gumagana nmn, mahina lng sya. Kumbaga, ok sya kaysa wla.",2,Neutral
Okay Naman Sana magtagal di lang makasagap Ng ibang channel,2,Neutral
Hindi maganda yong store na to madaya sa size pra lng makabenta size 34 kunyari pero size 32 lng pala. kng ibabalik ko lugi pa ako dahil sa shipping. babalik din sayo yan sumpa man ZERO Rating,0,Negative
"Ordered dec 30, received jan 6. Dented Yung item. Hindi secured Ang packaging. Sobrang nipis nito kesa sa nabili ko sa Ibang shop na konti lng Ang price difference. Sobrang tagal dumating. Binigay din Ng delivery sa kaaway nmin na kapitbahay kahit andito lang Kmi sa bahay. Di man lang kami tinext or tinawagan n andyan n Siya.",2,Negative
Kanina ko lang nareceived yung item okay naman walang damage pero manipis pala parang satin ang tela sakto lang ang haba sa akin,3,Neutral
"Ganda ng nasa picture pag dating sakin iba yung dumating sayang lang bayad ko, yung color pa na dumating iba wala sa picture",0,Negative
"Late rate. First time ko umorder ng ganito, Ang kapal Ng bubble wrap niya, gusto gusto ko, but sadly mismong ung product Ang kumakatas. Sana next time mas pagtuunan ng pansin ung product tas walng pinakaseal madaling I tamper. I dunno bat ganto. Diretcho open lng. Di malaman if orig ba to talga.",3,Neutral
Apotik na secondhand sd card yan di ka sure kung tatagal ituwe kamalas tae ahahaha.,0,Negative
Thank You seller. mejo matagal lang dumating pero Worth it Ang paghhintay salamat shoppeeeee. Lubos akong nagagalak sa Natanggap Kong item Mula Kay seller.,4,Positive
"worth it yung correction tape for its price. yung siopao grabe ka cute, pero may maliit na butas yung saakin. medyo naga leak sya pero hindi pa masyado. yung notebook maganda rin",3,Neutral
Thank you seller ang bilis ng deliver at maayos dn ang packaging. Till next time transaction,4,Positive
Sira yung pinadala nyo hindi gumagana wag na kayo umorder sa shop na to sayang lang pera nyo,0,Negative
May guhit na green yung tv tapos habang tumatagal nadadagdagan.,0,Negative
Not satisfied sa performance. Binilad ko sya sa araw ng more than a day to make sure na fully charged sya before using pero I am so disappointed Kasi wala png 1 hour eh di na sya nailaw. Seller was not responsive sa mga queries.,1,Negative
yellow ang order ko pero pink ang dumating pero OK lng nandito na eh,3,Neutral
mali ung item na na deliver sira pa d ko na ma return kc narecieve ko na basura lang sayang gusto ko lang maglibang kc 3 buwan n ako d makalakad dahil s motor accident tas ganito pa excited pa nmn ako dhil s magaganda review ok lang sana khit iba kaso sira ingay panay disconnect ng Bluetooth tas d pa mag on d nkasaksak 100% nmn daw appear s cp,0,Negative
Medyo tabingi lng yung extension nya sa screws ikaw nlng ang mag adjust tnx sa rider bilis ng dvr 2days lng. Tnx shopee at sa bosch. Ps sana tumagal,3,Neutral
Large order ko pero medium dumating sayang kase di kasya sa pagbigbigyan ko,4,Negative
"Hindi maganda yung packaging, Sira yung mike ayaw gumana tapos yung box sira na,",1,Negative
"ok sana kasi may stickers, kaso nakaka disappoint lng sira yong takip, sakto bayad ko, may sira naman",1,Negative
Got my order maganda nman cya. good quality. Pero pare pareho lng sizes. nag indicate pa nman Ng size tpos FREE SIZE LNG PALA. nd nman nag inform si seller na ganoon pala. Tapos iba Yung Nasa picture Kasi plain lng cya. Eto me print name. Sana next time mag inform nman SI seller bago I ship,1,Neutral
Hindi sya ung plain. malayo sa picture. hindi ganito ung order ko,1,Negative
hii received ko na parcel ko after two daysss heheee fast shipping naman ket standard local ang delivery kumpleto lahat ng items ko at magaganda quality ng lahat di lang makasend si seller ng pic since sobrang busy daw nila pero eon kumpleto naman kaya goods narin thank u po!,4,Positive
Ngayon ko lang nabago yung rate nakalimutan ko may pic pala ako sa gallery di po sya naka bubble wrap but the items are working,2,Positive
Di marunong sumunod sa sinabi after ko orderin to nag message nako na 5' 11 height ko at sana yung sasakto sakin tapos yung dumating halos aabot na sa tuhod ko paayos namn ng product nyo at ng pag ship nyo,0,Negative
"Great product sobrang efficient for a newbie like me, downside is sobrang tagal ng shipping, nasa metro manila naman din ako pero ang tagal talaga.",3,Neutral
"Maganda, Kaso maliit Yung size nya, yung large parang medium size lang.",3,Neutral
I give 4 stars okay naman po yung product kaso po sira sira po yung karton nya may mga punit punit dinikitan ko na lang ng tape para may mapaglagyan yung blender ng baby ko.,3,Neutral
"3rd order ko na, very disappointed dahil mayroong leak ang order ko,",0,Negative
"You get what you pay for. You guys need to improve your bubble wrap packaging. Just because the item is cheap, it doesn' t mean you won' t pack it properly. Halatang minadali. And yung fan itself, mahina ang motor. Mas malakas pa yung ikot ng kinalas na dynamo ng laruan. Dissapointing",1,Negative
Perfect sa kanila ko din binili lahat nahuli lang yung extension hehe hindi ko kase sinukat nung una Mabilis din nadeliver,4,Positive
order ko gray binigay pink at red alangya naman tlg sana ininform nyo manlang kung out of stock.,0,Negative
Thanks seller. Cute ng item. Maliit lang pero malakas. Pati mic na kasama. sulit siya. Sana magtagal. Thanks seller. Sa uulitin,4,Positive
Super nagustuhan ko kase super safe nung dumating bibili ulit ako,4,Positive
Thank you po sa supplier and thank you din po sa shoppee maganda ang packiging at nakasealed ng maayos pwedeng pwede na I recommend sa family,4,Positive
Kulang kulang Magsend ng items ang shop na to at higit sa lahat wla silang paki pag my concern ang customer deadma lng cla to the highest level stress lng aabutin nio sa shop na to WAG KAU OORDER DTO. d pinadala tong item,0,Negative
Super ganda ng smart watch. nagustuhan ko siya. Very secured packaging. doble2 ang bubble wrap.,4,Positive
Maganda naman ung gray kasi pag nabibinat ung tela hindi nagahalata ung ibang lines niya,3,Positive
Ayaw gumana nawala pa lahat ng vids at picture ko pag lipat ko sa sd card,0,Negative
But i have a issue lang sa other pic hindi maganda yung ibang result ng pic cuz nabinat yung iba kaya medyo nabinat ang picss but its ok naman worth ittttt!,3,Neutral
ok packaging nya yun nga lang disappointed ako kasi medyo blur yung salamin ok packaging nya yun nga lang disappointed ako kasi medyo blur yung salamin ok packaging nya yun nga lang disappointed ako kasi medyo blur yung salamin ok packaging nya yun nga lang disappoint,2,Neutral
Good nmn yong tunog nya hindi gumagana yong stop and play button nya. Sulit narin sa Presyo sana lang tumagal.,1,Neutral
Nakow akala ko octopus talaga hindi pala. parang wire lang na binalutan ng foam pero okay napang kasi swak pangbsa presyo.,2,Neutral
"may mga copies na may messy misaligned prints na hindi ko matanggap kaya 4 stars. other than that, oks naman yung mga kopya na walang defect sa printing. mabilis din delivery. i checked out yesterday and received today.",3,Neutral
"Masyadong maliit Pang kids size Sobrang bitin sakin Gusto kong ibalik, hindi nakakatuwa",0,Negative
Diko nagustohan masiado mahina speaker nya Sayang pera,1,Negative
kala ko my box sa loob. sa pic kse meron. pero ok nmn,2,Neutral
"pangalawang beses ko na itong bumili ng medyas, and maayos talaga pag dedeliver nila and complete tapos wala namang damage, definitely will order again",4,Positive
bilis ma deliver. sobra talaga ng exp. date hahaha. sulit xa kasi laki ng discount nya. salamat po. order po ulit ako next payday para kay hubby.,4,Positive
2nd time ordering sa shop na to. Mas mura ng onti kesa sa grocery tapos ang bilis paiship and secure na secure yung products.,4,Positive
Nag order ako nang dalawa pero peke yung isa. Mapagcocompare naman kasi walang tatak yung isa. At yung isa my tatak sa mismong eyeglasses.,0,Negative
Sayang ang pera hindi mag function Hindi din mgamit ng anak ko pangit talga pag shopee or lazada item hindi n tlga oorder sa shop na ito,1,Negative
packed well. working but parang ang hina lang… dko alam ano na gagawin ko dto. sana mapakinabangan kahit papano. packed well. working but parang ang hina lang… dko alam ano na gagawin ko dto. sana mapakinabangan kahit papano. packed well. working but parang ang hina lang…,2,Neutral
Ang order ko kulay black ibang kulay lumabas rainbow,0,Negative
"Nde naman nakaadvertise na lettuce top ang product pero ayun ang dumating skin, iba iba din ang size nia, quality ng product is ok naman yung white maganda ang tela. Nakakadissapoint lang ksi chinat ko pa si seller na sana tama ang mareceive kong product at sumagot naman sya pero mali prin. Nde nama",0,Neutral
Sobrang nipis pla nia parang medyas lng na nilagyan ng sobrang nipis na rubber dot,2,Negative
"Super ganda ng quality, superb! Yung color rin ang gaganda. Medyo matagal nga lang yung shipping kasi from China pa. Pero worth it naman and affordable pa",3,Positive
Hi seller. Thank you po sa maayos at mabilis na transaction. Okay naman yung item kaso wala pala itong swelas sa ilalim. Nonsense din pala. Akala namin may swelas. Masakit parin pag tinapak sa bato.,1,Neutral
Ok lang Naman Yung Isa pero yung Isa d gumagana sayang diko napo in add yong video.,1,Negative
"Finally! Nakahanap din ako sa wakas ng store na kumpleto yung ballpen. Pangatlong store ko na to and yung 1st 2 store ko ay kulang lagi ng tig 10pcs. Jusq. Anyways, thank you seller! Ang bilis dumating, saktong sakto para sa lunes",4,Positive
"Okay lang naman sana yung shoehahahaha kaya lang magkaiba sila hindi pantay yung butas sa sintas, sayang pera kaya buy at your own risk! medyo magulo si seller about sa problem kase thank you lang yung respond niya sakin",1,Negative
Thank u so much po sa freebies ang laki na ng discount my freebies pa salamt po sa uulitin,4,Positive
Maganda Naman Kasi medyo manipis Yung texture Ng sapatos Saka medyo masakit sa para pag siniot pero goods Naman sya,0,Neutral
Ok naman sya. kaya lang masyado maliit ung mga blades nya kaya matagal sya gamitin Saka pang malalambot na prutas lang ata ang pwede Dito.,1,Neutral
"Poor packaging. Hindi fit yung adapter kaya nakakatakot gamitin. Hindi sya malamig kahit na nasa cool yung setting. Pero ok naman, soft hair naman kinakalabasan.",2,Neutral
Di po malinis ang tunog. Medyo basag tas. Red order ko black dumating sakin lol,1,Negative
Maganda sana kahit maliit pero madaling natatanggal yung hoke niya,2,Neutral
Napakahina ng hangin panget mas malakas p ung ihip galing sa bibig ng tao,0,Negative
3 star nlng Mali mali po kc yung mga kulay na dumating ang linaw,2,Neutral
haynako pangit akala ko pigmented di pala tska sabi hindi naiiwan ang lipstick sa basi tinry nako dikiit na dikit sa baso yong lipstick sayang maganda sanaa ang packaging bet ko pa naman haynako pangit akala ko pigmented di pala tska sabi hindi naiiwan ang lipstick sa basi tinry nako dikiit na diki,0,Negative
Mali yung color na binigaysana naginform ka man lang seller tapos ang liit ng 2L niyo parang 1. 5L lang,1,Negative
Ay nku Ang cute nya kso alang tunog hahaha speaker b to. sayang lng ung pera ko dto dna ko mauulit bumili nito.,0,Negative
Sobrang nadismaya ako. ambilis mag fade. Kahapon ko lang naricieve. Fade agad nag tanso agad. D nko oorder dito.,0,Negative
Dumating na sya. Maganda naman sakto lng sa price nya,3,Positive
Sira yung fan niya at pod2 din nyong parang harang sa harapan niya im so disappointed,0,Negative
"Sana po sa susunod check nyo po yung item bago nyo ideliver, di ko din po mapakinabangan, yung lagayan pa ng phone mismo yung sira",1,Negative
Wrong color wrong model piping pipi ang box nakaka dismaya blue order ko at yung isang model iba ang dumating bakit pa kayo nag papapili kung kayo din naman masusunod!,1,Negative
Ang panget pang bata lng pala sobrang dissapointed ako dito,0,Negative
sira yung packaging plus hindi gumagana yung 1st port. it' s kinda defective. here' s a proof na di gumagana yung 1st port.,2,Negative
Maganda nman tunog nya 3 star nga lang kc di maganda packaging di nka bubble wrap pati yung mic. Buti nalang di nasira sa loob.,2,Neutral
Okay naman siya kaso nung gamitin ko putol putol yung sound niya,2,Negative
Napaka sayang Ng Pera Dito walang kwenta di gumagana Nung bibigay try ko sana ayusin TAs nakita ko Lima battery dalawa lang naka kabit,0,Negative
"Dumating na rin sya sa wakas. Kaso ang order ko ay black, and as you can see blue dumating. Grabe galing nung seller color blind ata. If naubusan ng black, sana manlang ininform kami. di sya ganun kaganda pero what would I expect sa price. mic lang ung nakabubble wrap.",2,Negative
"Photo and video not related, a bit disappointed dahil mahina lang ang hangin nya, ung number 1 halos walang hangin na nalabas sa fan. Thank you nalang kay rider sa pagdeliver.",1,Negative
"I havent opened yet but i hope all goods po siya. Pang gift ko po kasi ito sa friend ko na may baby na nakahiga lang sa sakit. thanks to seller dahil napakabait po, pinag bigyan din po ako na bigyan ng discount. Good catch! Thank you, God bless po",4,Positive
